Bacteria,NP_Synthesis,drug,Drug_class_drug_bank,Drug_dose,NP_concentration,NP size_avg,shape,method,ZOI_drug,ZOI_NP,ZOI_drug_NP,fold_increase_in_antibacterial_activity (%),MDR_check,Tax_id,gram,biosafety_level,isolated_from,chemID,smiles,MolWt,MolLogP,NumHAcceptors,NumHDonors,TPSA,cal_logs,cal_pka_acidic,cal_pka_basic,cal_number_of_rings,cal_rule_of_five
Acinetobacter baumanii,green_synthesis using Dioscorea bulbifera tuber extract ,Faropenem,Carboxylic acids and derivatives,500.0,30,13.5,nanorods and triangles,disc_diffusion,17.0,,15.879490112721426,0.0,0,,,,,CHEMBL556262,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C([C@H]3CCCO3)S[C@H]12,285.32099999999997,0.3736999999999999,5.0,2.0,87.07000000000001,-1.3,4.16,-2.8,3.0,1.0
Enterobacter cloacae ,green_synthesis using Dioscorea bulbifera tuber extract ,Gentamicin,Aminoglycosides,500.0,30,13.5,nanorods and triangles,disc_diffusion,17.0,,17.381077758401766,0.0,0,,,,,CHEMBL463809,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H]([C@@H](C)NC)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,477.60300000000035,-3.327499999999995,12.0,8.0,199.73,-1.6,12.55,10.12,9.0,0.0
Escherichia coli,green_synthesis using Dioscorea bulbifera tuber extract ,Gentamicin,Aminoglycosides,500.0,30,13.5,nanorods and triangles,disc_diffusion,17.0,,17.381077758401766,0.0,0,['562'],0.0,2.0,urine,CHEMBL463809,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H]([C@@H](C)NC)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,477.60300000000035,-3.327499999999995,12.0,8.0,199.73,-1.6,12.55,10.12,9.0,0.0
Staphylococcus aureus,green_synthesis using Dioscorea bulbifera tuber extract ,Gentamicin,Aminoglycosides,500.0,30,13.5,nanorods and triangles,disc_diffusion,17.0,,17.381077758401766,0.0,0,['1280'],1.0,2.0,skin,CHEMBL463809,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H]([C@@H](C)NC)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,477.60300000000035,-3.327499999999995,12.0,8.0,199.73,-1.6,12.55,10.12,9.0,0.0
Proteus mirabilis,green_synthesis using Dioscorea bulbifera tuber extract ,Kanamycin,Organooxygen compounds,500.0,30,13.5,nanorods and triangles,disc_diffusion,17.0,,15.879490112721426,0.0,0,['584'],0.0,2.0,urine,CHEMBL1384,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O,484.50300000000016,-7.2914000000000065,15.0,11.0,282.61000000000007,-0.72,12.11,9.75,3.0,0.0
Haemophilus influenzae,green_synthesis using Dioscorea bulbifera tuber extract ,Piperacillin,Carboxylic acids and derivatives,500.0,30,13.5,nanorods and triangles,disc_diffusion,17.0,,15.92467350264728,0.0,0,['727'],0.0,2.0,respiratory tract,CHEMBL702,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,517.5640000000003,-0.24029999999999685,7.0,3.0,156.43,-3.6,3.49,-4.3,4.0,0.0
Pseudomonas koreensis,green_synthesis using Dioscorea bulbifera tuber extract ,Rifampicin,Macrolactams,500.0,30,13.5,nanorods and triangles,disc_diffusion,17.0,,15.92467350264728,0.0,0,['198620'],0.0,1.0,soil,CHEMBL374478,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,,4.335420000000004,15.0,6.0,220.14999999999995,-4.3,6.9,7.53,5.0,0.0
Acinetobacter baumanii,green_synthesis using Dioscorea bulbifera tuber extract ,Tetracycline,Tetracyclines,500.0,30,13.5,nanorods and triangles,disc_diffusion,17.0,,15.879490112721426,0.0,0,,,,,CHEMBL1440,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,444.44000000000017,-0.21439999999999837,9.0,6.0,181.61999999999998,-2.5,-2.2,8.24,4.0,0.0
Enterococcus faecalis,green_synthesis from fungus  Aspergillus flavus,Trimethoprim,Phenol ethers,2.5,100,21.0,spherical,disc_diffusion,0.0,15.0,14.929240067910719,6.11,1,['1351'],1.0,2.0,urine,CHEMBL22,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,290.32300000000004,1.2575999999999998,7.0,2.0,105.51,-2.7,17.33,7.16,2.0,1.0
Acinetobacter baumanii,green_synthesis from fungus  Aspergillus flavus,Gentamicin,Aminoglycosides,10.0,100,21.0,spherical,disc_diffusion,0.0,15.0,16.550417407903712,6.11,1,,,,,CHEMBL463809,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H]([C@@H](C)NC)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,477.60300000000035,-3.327499999999995,12.0,8.0,199.73,-1.6,12.55,10.12,9.0,0.0
Pseudomonas aeruginosa,green_synthesis using Dioscorea bulbifera tuber extract ,Kanamycin,Organooxygen compounds,500.0,30,13.5,nanorods and triangles,disc_diffusion,7.0,,15.572910880741148,4.2,0,['287'],0.0,2.0,soil,CHEMBL1384,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O,484.50300000000016,-7.2914000000000065,15.0,11.0,282.61000000000007,-0.72,12.11,9.75,3.0,0.0
Klebsiella pneumoniae,green_synthesis using Dioscorea bulbifera tuber extract ,Nitrofurantoin,Azolidines,500.0,30,13.5,nanorods and triangles,disc_diffusion,7.0,,15.91888970340105,4.2,0,['573'],0.0,2.0,respiratory tract,CHEMBL572,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,238.15899999999996,0.07349999999999995,6.0,1.0,118.05000000000001,-2.8,8.23,-2.2,2.0,1.0
Klebsiella pneumoniae,green_synthesis using Dioscorea bulbifera tuber extract ,Penicillin,Carboxylic acids and derivatives,500.0,30,13.5,nanorods and triangles,disc_diffusion,7.0,,15.653120774413388,4.2,0,['573'],0.0,2.0,respiratory tract,CHEMBL1223,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[K+],372.4870000000001,-3.4698999999999973,5.0,1.0,89.54,-2.9,3.39,-4.9,3.0,1.0
Klebsiella pneumoniae,green_synthesis using Dioscorea bulbifera tuber extract ,Trimethoprim,Phenol ethers,500.0,30,13.5,nanorods and triangles,disc_diffusion,7.0,,15.873706313475195,4.2,0,['573'],0.0,2.0,respiratory tract,CHEMBL22,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,290.32300000000004,1.2575999999999998,7.0,2.0,105.51,-2.7,17.33,7.16,2.0,1.0
Pseudomonas aeruginosa,green_synthesis using Dioscorea bulbifera tuber extract ,Vancomycin,Carboxylic acids and derivatives,500.0,30,13.5,nanorods and triangles,disc_diffusion,7.0,,15.74305021899326,4.2,0,['287'],0.0,2.0,soil,CHEMBL262777,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,,0.10620000000000512,25.0,19.0,530.4900000000002,-3.8,2.99,9.93,10.0,0.0
Pseudomonas aeruginosa,green_synthesis using Dioscorea bulbifera tuber extract ,Ampicillin,Lactams,500.0,30,13.5,nanorods and triangles,disc_diffusion,8.0,,15.805909864761812,3.0,0,['287'],0.0,2.0,soil,CHEMBL174,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,349.4120000000001,0.3181000000000002,5.0,3.0,112.73,-2.8,3.24,7.44,3.0,1.0
Escherichia coli,green_synthesis  using fungus Trichoderma,Kanamycin,Organooxygen compounds,10.0,10,13.0,spherical,disc_diffusion,12.0,,17.133105362520993,0.3333,0,['562'],0.0,2.0,urine,CHEMBL1384,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O,484.50300000000016,-7.2914000000000065,15.0,11.0,282.61000000000007,-0.72,12.11,9.75,3.0,0.0
Escherichia coli,green_synthesis from fungus Trichoderma viride,Kanamycin,Organooxygen compounds,10.0,,18.0,spherical,disc_diffusion,12.0,,17.108991031034638,0.3333,0,['562'],0.0,2.0,urine,CHEMBL1384,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O,484.50300000000016,-7.2914000000000065,15.0,11.0,282.61000000000007,-0.72,12.11,9.75,3.0,0.0
Escherichia coli,green_synthesis  using fungus Trichoderma,Erythromycin,Organooxygen compounds,10.0,10,13.0,spherical,disc_diffusion,13.0,,15.953042563507841,0.2308,0,['562'],0.0,2.0,urine,CHEMBL532,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,,1.785600000000004,14.0,5.0,193.91,-3.2,12.44,8.38,3.0,0.0
Escherichia coli,green_synthesis from fungus Trichoderma viride,Erythromycin,Organooxygen compounds,10.0,,18.0,spherical,disc_diffusion,13.0,,16.643617309177312,0.2308,0,['562'],0.0,2.0,urine,CHEMBL532,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,,1.785600000000004,14.0,5.0,193.91,-3.2,12.44,8.38,3.0,0.0
Escherichia coli,green_synthesis using Dioscorea bulbifera tuber extract ,Kanamycin,Organooxygen compounds,500.0,30,13.5,nanorods and triangles,disc_diffusion,14.0,,16.748302259087783,0.3,0,['562'],0.0,2.0,urine,CHEMBL1384,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O,484.50300000000016,-7.2914000000000065,15.0,11.0,282.61000000000007,-0.72,12.11,9.75,3.0,0.0
Bacillus subtilis,green_synthesis using Dioscorea bulbifera tuber extract ,Cefotaxime,Lactams,500.0,30,13.5,nanorods and triangles,disc_diffusion,15.0,,15.437962333723139,0.1,0,['1423'],1.0,1.0,soil,CHEMBL1010,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(COC(C)=O)CS[C@H]12)c1csc(N)n1.[Na+],477.45600000000013,-4.953199999999996,12.0,2.0,176.34000000000003,-3.5,3.18,4.15,3.0,1.0
Salmonella Paratyphi,green_synthesis  by Bacillus sp.,Nalidixic acid,"
Diazanaphthalenes",30.0,10,28.0,spherical,disc_diffusion,15.0,15.0,15.188264628310382,0.14,0,,,,,CHEMBL5,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,232.23899999999998,1.4230200000000002,4.0,1.0,72.19,-2.0,5.95,4.68,2.0,1.0
Proteus mirabilis,green_synthesis using Dioscorea bulbifera tuber extract ,Amoxicillin,Lactams,500.0,30,13.5,nanorods and triangles,disc_diffusion,16.0,,15.229123867879336,0.0,0,['584'],0.0,2.0,urine,CHEMBL1082,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,365.4110000000001,0.023700000000000443,6.0,4.0,132.96,-2.6,3.23,7.43,3.0,1.0
Klebsiella pneumoniae,green_synthesis using Dioscorea bulbifera tuber extract ,Cefotaxime,Lactams,500.0,30,13.5,nanorods and triangles,disc_diffusion,16.0,,15.27430725780519,0.0,0,['573'],0.0,2.0,respiratory tract,CHEMBL1010,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(COC(C)=O)CS[C@H]12)c1csc(N)n1.[Na+],477.45600000000013,-4.953199999999996,12.0,2.0,176.34000000000003,-3.5,3.18,4.15,3.0,1.0
Salmonella  typhi,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftazidime,Lactams,500.0,30,13.5,nanorods and triangles,disc_diffusion,16.0,,15.27430725780519,0.0,0,,,,,CHEMBL44354,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,546.5870000000002,-1.2991999999999946,11.0,3.0,191.22,-5.0,2.77,4.26,4.0,0.0
Klebsiella pneumoniae,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftriaxone,Lactams,500.0,30,13.5,nanorods and triangles,disc_diffusion,16.0,,15.27430725780519,0.0,0,['573'],0.0,2.0,respiratory tract,CHEMBL161,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CS[C@H]12)c1csc(N)n1,554.592,-1.198999999999999,15.0,4.0,215.22000000000003,-3.7,2.7,3.36,4.0,0.0
Proteus mirabilis,green_synthesis using Dioscorea bulbifera tuber extract ,Chloramphenicol,Benzene and substituted derivatives,500.0,30,13.5,nanorods and triangles,disc_diffusion,16.0,,15.27430725780519,0.0,0,['584'],0.0,2.0,urine,CHEMBL130,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,323.13199999999995,0.9089999999999998,5.0,3.0,112.70000000000002,-2.8,7.49,-2.8,1.0,1.0
Klebsiella pneumoniae,green_synthesis using Dioscorea bulbifera tuber extract ,Polymyxin,NC,500.0,30,13.5,nanorods and triangles,disc_diffusion,16.0,,15.27430725780519,0.0,0,['573'],0.0,2.0,respiratory tract,CHEMBL3989738,CC(C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@H](C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](CCN)NC1=O)[C@@H](C)O.CC[C@H](C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@H](C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](CCN)NC1=O)[C@@H](C)O,,,36.0,36.0,981.3199999999999,-4.2,11.57,10.23,2.0,0.0
Bacillus subtilis,green_synthesis using Dioscorea bulbifera tuber extract ,Rifampicin,Macrolactams,500.0,30,13.5,nanorods and triangles,disc_diffusion,16.0,,15.27430725780519,0.0,0,['1423'],1.0,1.0,soil,CHEMBL374478,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,,4.335420000000004,15.0,6.0,220.14999999999995,-4.3,6.9,7.53,5.0,0.0
Haemophilus influenzae,green_synthesis using Dioscorea bulbifera tuber extract ,Rifampicin,Macrolactams,500.0,30,13.5,nanorods and triangles,disc_diffusion,16.0,,15.27430725780519,0.0,0,['727'],0.0,2.0,respiratory tract,CHEMBL374478,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,,4.335420000000004,15.0,6.0,220.14999999999995,-4.3,6.9,7.53,5.0,0.0
Acinetobacter baumanii,green_synthesis using Dioscorea bulbifera tuber extract ,Streptomycin,Organooxygen compounds,500.0,30,13.5,nanorods and triangles,disc_diffusion,16.0,,15.229123867879336,0.0,0,,,,,CHEMBL372795,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](N=C(N)N)[C@@H](O)[C@@H]3N=C(N)N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O,581.5800000000005,-8.161100000000008,15.0,12.0,336.43000000000006,-1.7,11.09,11.6,3.0,0.0
Enterobacter cloacae ,green_synthesis using Dioscorea bulbifera tuber extract ,Trimethoprim,Phenol ethers,500.0,30,13.5,nanorods and triangles,disc_diffusion,16.0,,16.730711513559662,0.0,0,,,,,CHEMBL22,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,290.32300000000004,1.2575999999999998,7.0,2.0,105.51,-2.7,17.33,7.16,2.0,1.0
Staphylococcus aureus,green_synthesis by Klebsiella pneumoniae,Cephalexin,Lactams,30.0,10,22.5,spherical,disc_diffusion,16.0,,15.121059061889705,0.0,0,['1280'],1.0,2.0,skin,CHEMBL1727,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,347.3960000000001,0.4449000000000012,5.0,3.0,112.73,-3.1,3.26,7.23,3.0,1.0
Proteus vulgaris,green_synthesis using Withania coagulans fruits extract,Levofloxacin,"
Quinolines and derivatives",,,20.0,spherical,MIC,32.0,16.0,29.819622915028145,,0,['585'],0.0,2.0,soil,CHEMBL33,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,361.37300000000005,1.5439999999999998,6.0,1.0,75.00999999999999,-2.4,5.45,6.2,4.0,1.0
Klebsiella sp.,green_synthesis using extract of acinetobacter baumannii,Cefepime,Lactams,,,4.7,spherical,MIC,,,12.903228327699173,,0,['576'],0.0,2.0,respiratory tract,CHEMBL186,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,480.5720000000003,-1.2798999999999958,10.0,2.0,150.04000000000002,-4.5,3.25,4.06,4.0,1.0
Pseudomonas aeruginosa,green_synthesis using extract of acinetobacter baumannii,Ceftazidime,Lactams,,,4.7,spherical,MIC,,,13.227484581974352,,0,['287'],0.0,2.0,soil,CHEMBL44354,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,546.5870000000002,-1.2991999999999946,11.0,3.0,191.22,-5.0,2.77,4.26,4.0,0.0
Proteus sp.,green_synthesis using extract of acinetobacter baumannii,Ceftriaxone,Lactams,,,4.7,spherical,MIC,,32.0,13.79411584581132,,1,['229037'],0.0,2.0,soil,CHEMBL161,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CS[C@H]12)c1csc(N)n1,554.592,-1.198999999999999,15.0,4.0,215.22000000000003,-3.7,2.7,3.36,4.0,0.0
Escherichia coli,green_synthesis using extract of acinetobacter baumannii,Cefepime,Lactams,,,4.7,spherical,MIC,,,15.912806305777204,,1,['562'],0.0,2.0,urine,CHEMBL186,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,480.5720000000003,-1.2798999999999958,10.0,2.0,150.04000000000002,-4.5,3.25,4.06,4.0,1.0
Escherichia coli,green_synthesis using extract of acinetobacter baumannii,Ceftriaxone,Lactams,,,4.7,spherical,MIC,,,14.161790679890384,,1,['562'],0.0,2.0,urine,CHEMBL161,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CS[C@H]12)c1csc(N)n1,554.592,-1.198999999999999,15.0,4.0,215.22000000000003,-3.7,2.7,3.36,4.0,0.0
Pseudomonas aeruginosa,green_synthesis using extract of acinetobacter baumannii,Ceftriaxone,Lactams,,,4.7,spherical,MIC,,,14.161790679890384,,1,['287'],0.0,2.0,soil,CHEMBL161,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CS[C@H]12)c1csc(N)n1,554.592,-1.198999999999999,15.0,4.0,215.22000000000003,-3.7,2.7,3.36,4.0,0.0
Escherichia coli,chem_synthesis_reduction_by_D_maltose,Gentamicin,Aminoglycosides,,,8.0,spherical,MIC,32.0,6.3,16.230946323447096,,1,['562'],0.0,2.0,urine,CHEMBL463809,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H]([C@@H](C)NC)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,477.60300000000035,-3.327499999999995,12.0,8.0,199.73,-1.6,12.55,10.12,9.0,0.0
Klebsiella pneumoniae,green_synthesis using Dioscorea bulbifera tuber extract ,Rifampicin,Macrolactams,500.0,30,13.5,nanorods and triangles,disc_diffusion,10.0,,15.029015144601821,1.3,0,['573'],0.0,2.0,respiratory tract,CHEMBL374478,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,,4.335420000000004,15.0,6.0,220.14999999999995,-4.3,6.9,7.53,5.0,0.0
Pseudomonas aeruginosa,green_synthesis from fungus  Aspergillus flavus,Ciprofloxacin,"
Quinolines and derivatives",10.0,100,21.0,spherical,disc_diffusion,0.0,14.0,14.839270735448409,5.25,1,['287'],0.0,2.0,soil,CHEMBL8,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,331.34700000000004,1.5833,5.0,2.0,74.57,-2.4,5.76,8.68,4.0,1.0
Staphylococcus aureus,green_synthesis from fungus  Aspergillus flavus,Trimethoprim,Phenol ethers,2.5,100,21.0,spherical,disc_diffusion,0.0,16.0,14.929240067910719,5.25,1,['1280'],1.0,2.0,skin,CHEMBL22,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,290.32300000000004,1.2575999999999998,7.0,2.0,105.51,-2.7,17.33,7.16,2.0,1.0
Klebsiella pneumoniae,green_synthesis using Dioscorea bulbifera tuber extract ,Ampicillin,Lactams,500.0,30,13.5,nanorods and triangles,disc_diffusion,7.0,,14.129653053733668,3.6,0,['573'],0.0,2.0,respiratory tract,CHEMBL174,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,349.4120000000001,0.3181000000000002,5.0,3.0,112.73,-2.8,3.24,7.44,3.0,1.0
Klebsiella pneumoniae,green_synthesis using Dioscorea bulbifera tuber extract ,Faropenem,Carboxylic acids and derivatives,500.0,30,13.5,nanorods and triangles,disc_diffusion,7.0,,14.084469663807813,3.6,0,['573'],0.0,2.0,respiratory tract,CHEMBL556262,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C([C@H]3CCCO3)S[C@H]12,285.32099999999997,0.3736999999999999,5.0,2.0,87.07000000000001,-1.3,4.16,-2.8,3.0,1.0
Acinetobacter baumanii,green_synthesis using Dioscorea bulbifera tuber extract ,Piperacillin,Carboxylic acids and derivatives,500.0,30,13.5,nanorods and triangles,disc_diffusion,7.0,,14.44022605514806,3.6,0,,,,,CHEMBL702,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,517.5640000000003,-0.24029999999999685,7.0,3.0,156.43,-3.6,3.49,-4.3,4.0,0.0
Pseudomonas koreensis,green_synthesis using Dioscorea bulbifera tuber extract ,Piperacillin,Carboxylic acids and derivatives,500.0,30,13.5,nanorods and triangles,disc_diffusion,7.0,,12.285999948846646,1.3,0,['198620'],0.0,1.0,soil,CHEMBL702,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,517.5640000000003,-0.24029999999999685,7.0,3.0,156.43,-3.6,3.49,-4.3,4.0,0.0
Vibrio parahaemolyticus,green_synthesis using Dioscorea bulbifera tuber extract ,Trimethoprim,Phenol ethers,500.0,30,13.5,nanorods and triangles,disc_diffusion,7.0,,14.084469663807813,3.6,0,['670'],0.0,2.0,water,CHEMBL22,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,290.32300000000004,1.2575999999999998,7.0,2.0,105.51,-2.7,17.33,7.16,2.0,1.0
Enterococcus faecalis,green_synthesis from fungus  Aspergillus flavus,Gentamicin,Aminoglycosides,10.0,100,21.0,spherical,disc_diffusion,8.0,15.0,15.029177026904476,2.51,0,['1351'],1.0,2.0,urine,CHEMBL463809,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H]([C@@H](C)NC)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,477.60300000000035,-3.327499999999995,12.0,8.0,199.73,-1.6,12.55,10.12,9.0,0.0
Staphylococcus aureus,green_synthesis  by Bacillus sp.,Erythromycin,Organooxygen compounds,15.0,10,28.0,spherical,disc_diffusion,10.0,18.0,14.99119399110018,1.25,0,['1280'],1.0,2.0,skin,CHEMBL532,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,,1.785600000000004,14.0,5.0,193.91,-3.2,12.44,8.38,3.0,0.0
